"Adresse : Ville","COLL_INSEE","ACCESSIBILITE _COMPTEUR","EMPLACEMENT_TYPE","FERMETURE_COMPTEUR","FERMETURE_DATE","TOURNEE_CODE","ANNEE_COMPTEUR","MARQUE_COMPTEUR","DIAMETRE_COMPTEUR","TYPE_COMPTEUR","POSE_DATE","Radio relève","ANCIEN_RELEVE_DATE","ANCIEN_INDEX","NOUVEAU_RELEVE-DATE","NOUVEAU_RELEVE","RELEVE_TYPE","CONSOMMATION","RELEVE_N-1_DATE","RELEVE_N-1","RELEVE_N-1_TYPE","CONSOMMATION","RELEVE_N-2_DATE","RELEVE_N-2","RELEVE_N-2_TYPE","CONSOMMATION","RELEVE_N-3_DATE","RELEVE_N-3","RELEVE_N-3_TYPE","CONSOMMATION_N-3","RELEVE_N-4_DATE","RELEVE_N-4","RELEVE_N-4_TYPE","CONSOMMATION_N-4","RELEVE_N-5_DATE","RELEVE_N-5","RELEVE_N-5_TYPE","CONSOMMATION_N-5","CONTRAT_ACTIF","OUVERTURE_CONTRAT_DATE","CLOTURE_CONTRAT_DATE"
"DIGNE LES BAINS","04070","Oui","PALIER","Non",,40,2016,"Sappel",15,"Altair",21/09/2016,"Oui",21/09/2018,79,15/03/2019,91,"R",12,21/09/2018,79,"R",12,19/03/2018,67,"R",24,20/09/2017,43,"R",32,27/03/2017,11,"R",11,09/01/2017,0,"R",0,"Oui",09/01/2017,
"DIGNE LES BAINS","04070","Oui","REGARD","Oui",18/02/2014,10,2011,"Sappel",15,"Altair",04/06/2012,"Oui",21/08/2018,13,21/02/2019,13,"R",0,21/08/2018,13,"R",0,19/02/2018,13,"R",0,22/08/2017,13,"R",0,28/02/2017,13,"R",0,23/08/2016,13,"R",0,,04/06/2012,18/02/2014
"DIGNE LES BAINS","04070","Oui","REGARD","Oui",17/02/2014,10,2011,"Sappel",15,"Altair",04/06/2012,"Oui",23/08/2018,61,21/02/2019,61,"R",0,23/08/2018,61,"R",0,19/02/2018,61,"R",0,22/08/2017,61,"R",0,28/02/2017,61,"R",0,23/08/2016,61,"R",0,,04/06/2012,17/02/2014
"DIGNE LES BAINS","04070","Oui","REGARD","Non",,10,2011,"Sappel",15,"Altair",04/06/2012,"Oui",21/08/2018,355,21/02/2019,379,"R",24,21/08/2018,355,"R",26,19/02/2018,329,"R",21,22/08/2017,308,"R",26,28/02/2017,282,"R",18,23/08/2016,264,"R",15,"Oui",11/05/2016,
"DIGNE LES BAINS","04070","Oui","REGARD","Non",,10,2011,"Sappel",15,"Altair",04/06/2012,"Oui",21/08/2018,765,21/02/2019,829,"R",64,21/08/2018,765,"R",64,19/02/2018,701,"R",59,22/08/2017,642,"R",53,20/02/2017,589,"R",41,24/08/2016,548,"R",111,"Oui",01/05/2014,
"DIGNE LES BAINS","04070","Non",,"Non",,20,2013,"Sappel",15,"Altair",21/08/2013,"Oui",31/08/2018,41,28/02/2019,41,"R",0,31/08/2018,41,"R",5,05/03/2018,36,"R",4,30/08/2017,32,"R",6,06/03/2017,26,"R",1,05/09/2016,25,"R",3,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Non","GARAGE","Non",,20,2011,"Sappel",15,"Altair",31/01/2011,"Oui",31/08/2018,650,27/02/2019,679,"R",29,31/08/2018,650,"R",32,27/02/2018,618,"R",28,30/08/2017,590,"R",29,06/03/2017,561,"R",29,06/09/2016,532,"R",48,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Oui","REGARD","Non",,35,2011,"Sappel",15,"Altair",24/01/2012,"Oui",21/09/2018,177,15/03/2019,182,"R",5,21/09/2018,177,"R",8,15/03/2018,169,"R",10,02/10/2017,159,"R",1,14/09/2017,158,"R",10,30/04/2017,148,"R",9,"Oui",01/05/2017,
"DIGNE LES BAINS","04070","Oui","REGARD","Non",,35,2017,"Sappel",30,"Altair",25/07/2017,"Oui",21/09/2018,7195,15/03/2019,7871,"R",676,21/09/2018,7195,"R",733,15/03/2018,6462,"R",553,02/10/2017,5909,"R",5909,25/09/2017,0,"R",0,25/07/2017,0,"R",0,"Oui",25/07/2017,
"DIGNE LES BAINS","04070","Oui","REGARD","Non",,35,2016,"Sappel",15,"Altair",03/06/2016,"Oui",21/09/2018,84,15/03/2019,94,"R",10,21/09/2018,84,"R",6,01/07/2018,78,"R",4,15/03/2018,74,"R",12,02/10/2017,62,"R",1,14/09/2017,61,"R",23,"Oui",01/07/2018,
"DIGNE LES BAINS","04070","Oui","REGARD","Non",,15,2016,"Sappel",15,"Altair",31/03/2017,"Oui",29/08/2018,48,26/02/2019,52,"R",4,29/08/2018,48,"R",15,23/02/2018,33,"R",1,24/08/2017,32,"R",32,01/04/2017,0,"R",0,31/03/2017,0,,0,"Oui",01/04/2017,
"DIGNE LES BAINS","04070","Oui","REGARD","Non",,10,2018,"Sappel",15,"Altair",08/08/2018,"Oui",23/08/2018,5,18/02/2019,21,"R",16,23/08/2018,5,"R",5,08/08/2018,0,"R",0,08/08/2018,2846,"R",22,20/02/2018,2824,"R",28,21/08/2017,2796,"R",60,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Oui",,"Non",,10,2018,"Sappel",15,"Altair",26/02/2019,"Oui",26/02/2019,0,26/02/2019,0,"R",0,26/02/2019,1001,"R",0,20/02/2019,1001,"R",28,24/08/2018,973,"R",34,20/02/2018,939,"R",24,15/10/2017,915,"U",0,"Oui",15/10/2017,
"DIGNE LES BAINS","04070","Oui","PALIER","Non",,20,2010,"Sappel",15,"Altair",07/09/2010,"Oui",31/08/2018,80,28/02/2019,123,"R",43,31/08/2018,80,"R",0,27/08/2018,80,"R",0,26/08/2018,80,"U",1,01/03/2018,79,"R",1,01/09/2017,78,"R",1,"Oui",27/08/2018,
"DIGNE LES BAINS","04070","Oui","REGARD","Non",,10,2014,"Sappel",15,"Altair",12/12/2014,"Oui",23/08/2018,618,21/02/2019,665,"R",47,23/08/2018,618,"R",36,31/03/2018,582,"R",0,30/03/2018,582,"R",12,20/02/2018,570,"R",78,21/08/2017,492,"R",68,"Oui",31/03/2018,
"DIGNE LES BAINS","04070","Non","PALIER","Non",,60,2015,"Sappel",15,"Altair",28/09/2015,"Oui",16/10/2018,217,21/11/2018,220,"U",3,16/10/2018,217,"R",42,01/06/2018,175,"U",0,31/05/2018,175,"R",0,17/04/2018,175,"R",31,17/10/2017,144,"R",27,"Oui",01/06/2018,
"DIGNE LES BAINS","04070","Oui","JARDIN","Non",,35,2012,"Sappel",15,"Altair",30/08/2012,"Oui",19/09/2018,648,14/03/2019,704,"R",56,19/09/2018,648,"R",68,14/03/2018,580,"R",60,14/09/2017,520,"R",82,22/03/2017,438,"R",66,15/09/2016,372,"R",78,"Oui",14/04/2015,
"DIGNE LES BAINS","04070","Non",,"Non",,50,2011,"Sappel",15,"Altair",17/06/2011,"Oui",20/04/2018,164,02/10/2018,210,"R",46,20/04/2018,164,"R",0,30/03/2018,164,"R",0,16/03/2016,164,"R",0,15/09/2015,164,"R",0,25/03/2015,164,"R",0,"Oui",20/04/2018,
"DIGNE LES BAINS","04070","Non",,"Non",,10,2016,"Sappel",15,"Altair",09/09/2016,"Oui",21/08/2018,240,15/02/2019,306,"R",66,21/08/2018,240,"R",73,21/02/2018,167,"R",65,23/08/2017,102,"R",61,20/02/2017,41,"R",41,09/09/2016,0,"R",0,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Oui","REGARD","Non",,15,2014,"Sappel",15,"Altair",10/03/2015,"Oui",29/08/2018,150,26/02/2019,188,"R",38,29/08/2018,150,"R",29,26/02/2018,121,"R",33,28/08/2017,88,"R",25,01/03/2017,63,"R",40,30/08/2016,23,"R",18,"Oui",24/06/2010,
"DIGNE LES BAINS","04070","Oui","REGARD","Non",,15,2014,"Sappel",15,"Altair",10/03/2015,"Oui",29/08/2018,104,26/02/2019,117,"R",13,29/08/2018,104,"R",13,26/02/2018,91,"R",12,28/08/2017,79,"R",19,01/03/2017,60,"R",15,30/08/2016,45,"R",19,"Oui",01/01/2014,
"DIGNE LES BAINS","04070","Oui","REGARD","Non",,45,2012,"Sappel",15,"Altair",14/12/2012,"Oui",26/09/2018,1170,26/03/2019,1279,"R",109,26/09/2018,1170,"R",117,22/03/2018,1053,"R",93,26/09/2017,960,"R",73,30/03/2017,887,"R",112,26/09/2016,775,"R",108,"Oui",01/07/2013,
"DIGNE LES BAINS","04070","Oui","PALIER","Non",,45,2016,"Sappel",15,"Altair",13/12/2016,"Oui",26/09/2018,87,26/03/2019,118,"R",31,26/09/2018,87,"R",31,22/03/2018,56,"R",29,20/10/2017,27,"U",0,26/09/2017,27,"R",5,17/07/2017,22,"R",0,"Oui",21/10/2017,
"DIGNE LES BAINS","04070","Oui","PALIER","Non",,45,2016,"Sappel",15,"Altair",12/12/2016,"Oui",26/09/2018,63,26/03/2019,81,"R",18,26/09/2018,63,"R",17,22/03/2018,46,"R",13,01/11/2017,33,"U",1,30/10/2017,32,"U",3,26/09/2017,29,"R",17,"Oui",01/11/2017,
"DIGNE LES BAINS","04070","Non","CAVE","Non",,45,2016,"Sappel",15,"Altair",27/05/2016,"Oui",26/09/2018,253,26/03/2019,311,"R",58,26/09/2018,253,"R",70,22/03/2018,183,"R",44,26/09/2017,139,"R",48,30/03/2017,91,"R",56,26/09/2016,35,"R",35,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Oui","PALIER","Non",,55,2014,"Sappel",15,"Altair",03/02/2014,"Oui",03/10/2018,165,09/10/2018,165,"R",0,03/10/2018,165,"R",0,10/04/2018,165,"R",0,12/10/2017,165,"R",0,12/04/2017,165,"R",0,04/01/2017,165,"U",18,"Oui",03/10/2018,
"DIGNE LES BAINS","04070","Oui","PALIER","Non",,50,2017,"Sappel",15,"Altair",07/11/2018,"Oui",07/11/2018,0,07/11/2018,0,"R",0,07/11/2018,525,"R",0,01/11/2018,525,"R",0,28/09/2018,525,"R",0,03/09/2018,525,"U",11,03/04/2018,514,"R",13,"Oui",01/11/2018,
"DIGNE LES BAINS","04070","Non","CAVE","Non",,50,2012,"Sappel",15,"Altair",11/01/2013,"Oui",04/04/2018,412,02/10/2018,453,"R",41,04/04/2018,412,"R",44,03/10/2017,368,"R",34,06/04/2017,334,"R",42,30/09/2016,292,"R",30,25/04/2016,262,"R",42,"Oui",01/10/2014,
"DIGNE LES BAINS","04070","Oui","PALIER","Non",,60,2014,"Sappel",15,"Altair",22/10/2014,"Oui",13/04/2018,183,15/10/2018,208,"R",25,13/04/2018,183,"R",20,24/10/2017,163,"U",0,16/08/2017,163,"R",9,20/04/2017,154,"R",8,02/02/2017,146,"R",22,"Oui",24/10/2017,
"DIGNE LES BAINS","04070","Oui","PALIER","Non",,50,2015,"Sappel",15,"Altair",28/09/2015,"Oui",04/04/2018,97,02/10/2018,108,"R",11,04/04/2018,97,"R",9,03/10/2017,88,"R",3,01/08/2017,85,"U",0,30/06/2017,85,"U",10,06/04/2017,75,"R",26,"Oui",01/08/2017,
"DIGNE LES BAINS","04070","Oui","PALIER","Non",,45,2015,"Sappel",15,"Altair",11/01/2017,"Oui",27/09/2018,122,26/03/2019,160,"R",38,27/09/2018,122,"R",36,29/03/2018,86,"R",37,27/09/2017,49,"R",34,31/03/2017,15,"R",15,11/01/2017,0,"R",0,"Oui",17/07/2013,
"DIGNE LES BAINS","04070","Non","CAVE","Non",,15,2014,"Sappel",15,"Altair",05/12/2014,"Oui",28/08/2018,297,26/02/2019,358,"R",61,28/08/2018,297,"R",12,02/07/2018,285,"U",0,31/05/2018,285,"U",8,26/02/2018,277,"R",44,31/08/2017,233,"R",0,"Oui",02/07/2018,
"DIGNE LES BAINS","04070","Non","CAVE","Non",,15,2015,"Sappel",15,"Altair",06/10/2015,"Oui",11/09/2018,139,26/02/2019,139,"R",0,11/09/2018,139,"R",6,28/08/2018,133,"R",20,30/03/2018,113,"R",0,26/02/2018,113,"R",40,29/08/2017,73,"R",31,,16/03/2010,
"DIGNE LES BAINS","04070","Oui","REGARD","Non",,45,2012,"Sappel",15,"Altair",08/01/2013,"Oui",26/09/2018,421,26/03/2019,442,"R",21,26/09/2018,421,"R",27,22/03/2018,394,"R",18,27/09/2017,376,"R",43,03/04/2017,333,"R",77,26/09/2016,256,"R",37,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Non","CAVE","Oui",07/09/2016,15,2015,"Sappel",15,"Altair",26/09/2015,"Oui",28/08/2018,11,26/02/2019,11,"R",0,28/08/2018,11,"R",0,26/02/2018,11,"R",0,29/08/2017,11,"R",0,02/03/2017,11,"R",0,30/08/2016,11,"R",0,,02/09/2009,
"DIGNE LES BAINS","04070","Oui","PALIER","Non",,20,2017,"Sappel",15,"Altair",23/11/2017,"Oui",03/09/2018,20,28/02/2019,25,"R",5,03/09/2018,20,"R",12,01/03/2018,8,"R",8,23/11/2017,0,"R",0,12/10/2017,63,"R",3,01/09/2017,60,"R",10,"Oui",01/08/2017,
"DIGNE LES BAINS","04070","Oui","PALIER","Non",,20,2014,"Sappel",15,"Altair",03/10/2014,"Oui",03/09/2018,302,28/02/2019,348,"R",46,03/09/2018,302,"R",54,01/03/2018,248,"R",57,01/09/2017,191,"R",49,06/03/2017,142,"R",38,07/09/2016,104,"R",31,"Oui",01/08/2015,
"DIGNE LES BAINS","04070","Oui","PALIER","Non",,20,2014,"Sappel",15,"Altair",03/10/2014,"Oui",03/09/2018,61,28/02/2019,71,"R",10,03/09/2018,61,"R",15,01/03/2018,46,"R",7,01/09/2017,39,"R",5,06/03/2017,34,"R",1,07/09/2016,33,"R",5,"Oui",05/12/2017,
"DIGNE LES BAINS","04070","Oui","PALIER","Non",,20,2014,"Sappel",15,"Altair",03/10/2014,"Oui",07/09/2018,53,28/02/2019,57,"R",4,07/09/2018,53,"R",0,03/09/2018,53,"R",7,01/03/2018,46,"R",1,05/12/2017,45,"R",4,04/12/2017,41,"U",0,"Oui",07/09/2018,
"DIGNE LES BAINS","04070","Oui","PALIER","Non",,20,2014,"Sappel",15,"Altair",03/10/2014,"Oui",03/09/2018,101,28/02/2019,102,"R",1,03/09/2018,101,"R",10,01/03/2018,91,"R",7,01/09/2017,84,"R",1,06/03/2017,83,"R",10,07/09/2016,73,"R",28,"Oui",03/10/2014,
"DIGNE LES BAINS","04070","Oui","PALIER","Oui",16/10/2018,20,2014,"Sappel",15,"Altair",03/10/2014,"Oui",30/09/2018,36,28/02/2019,36,"R",0,30/09/2018,36,"R",0,03/09/2018,36,"R",0,01/03/2018,36,"R",5,25/10/2017,31,"U",0,03/08/2017,31,"U",9,,25/10/2017,30/09/2018
"DIGNE LES BAINS","04070","Oui","PALIER","Oui",03/04/2018,20,2014,"Sappel",15,"Altair",03/10/2014,"Oui",03/09/2018,106,28/02/2019,106,"R",0,03/09/2018,106,"R",0,13/03/2018,106,"R",0,01/03/2018,106,"R",-1,01/09/2017,107,"R",21,06/03/2017,86,"R",11,,06/02/2017,13/03/2018
"DIGNE LES BAINS","04070","Oui","PALIER","Oui",03/04/2018,20,2014,"Sappel",15,"Altair",03/10/2014,"Oui",03/09/2018,112,28/02/2019,112,"R",0,03/09/2018,112,"R",0,13/03/2018,112,"R",0,01/03/2018,112,"R",0,01/09/2017,112,"R",13,06/03/2017,99,"R",8,,28/10/2016,13/03/2018
"DIGNE LES BAINS","04070","Oui","PALIER","Non",,20,2012,"Sappel",15,"Altair",06/11/2012,"Oui",06/09/2018,248,01/03/2019,286,"R",38,06/09/2018,248,"R",0,20/08/2018,248,"U",19,28/02/2018,229,"R",30,31/08/2017,199,"R",33,06/03/2017,166,"R",22,"Oui",06/09/2018,
"DIGNE LES BAINS","04070","Oui","PALIER","Non",,15,2018,"Sappel",15,"Altair",08/03/2019,"Oui",08/03/2019,0,08/03/2019,0,"R",0,08/03/2019,685,"R",1,25/02/2019,684,"R",18,28/08/2018,666,"R",21,23/02/2018,645,"R",18,28/08/2017,627,"R",21,"Oui",29/04/2013,
"DIGNE LES BAINS","04070","Non","GARAGE","Non",,70,2013,"Sappel",15,"Altair",16/01/2014,"Oui",26/04/2018,189,05/11/2018,229,"R",40,26/04/2018,189,"R",36,02/11/2017,153,"R",39,04/05/2017,114,"R",41,28/10/2016,73,"R",56,12/02/2016,17,"R",17,"Oui",16/11/2015,
"DIGNE LES BAINS","04070","Oui","REGARD","Non",,15,2018,"Sappel",15,"Altair",18/03/2019,"Oui",18/03/2019,0,18/03/2019,0,"R",0,18/03/2019,883,"R",9,26/02/2019,874,"R",74,29/08/2018,800,"R",67,26/02/2018,733,"R",61,28/08/2017,672,"R",67,"Oui",25/09/2014,
"DIGNE LES BAINS","04070","Oui","REGARD","Oui",07/11/2018,20,2007,"Sappel",15,"V3/V4 Tot Indu",05/12/2007,"Oui",02/10/2018,648,27/02/2019,648,"R",0,02/10/2018,648,"U",0,31/08/2018,648,"R",0,27/02/2018,648,"R",1,30/08/2017,647,"R",0,06/03/2017,647,"R",0,,02/09/2009,
"DIGNE LES BAINS","04070","Oui","PALIER","Oui",12/12/2018,15,2015,"Sappel",15,"Altair",05/05/2015,"Oui",17/11/2018,50,22/02/2019,59,"R",9,17/11/2018,50,"R",0,15/11/2018,50,"U",0,24/08/2018,50,"R",11,22/02/2018,39,"R",6,29/08/2017,33,"R",6,"Oui",17/11/2018,
"DIGNE LES BAINS","04070","Oui","REGARD","Non",,45,2010,"Sappel",15,"Altair",08/10/2010,"Oui",27/09/2018,628,26/03/2019,680,"R",52,27/09/2018,628,"R",56,27/03/2018,572,"R",55,26/09/2017,517,"R",62,30/03/2017,455,"R",71,26/09/2016,384,"R",85,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Non","GARAGE","Non",,20,2016,"Sappel",15,"Altair",08/09/2016,"Oui",31/08/2018,162,27/02/2019,196,"R",34,31/08/2018,162,"R",35,27/02/2018,127,"R",38,30/08/2017,89,"R",14,02/07/2017,75,"U",0,01/07/2017,75,"U",29,"Oui",02/07/2017,
"DIGNE LES BAINS","04070","Oui","REGARD","Non",,10,2018,"Sappel",15,"Altair",08/08/2018,"Oui",23/08/2018,7,18/02/2019,53,"R",46,23/08/2018,7,"R",7,08/08/2018,0,"R",0,08/08/2018,1969,"R",36,20/02/2018,1933,"R",21,30/11/2017,1912,"U",0,"Oui",30/11/2017,
"DIGNE LES BAINS","04070","Oui","PALIER","Non",,55,2011,"Sappel",15,"Altair",03/02/2012,"Oui",10/04/2018,257,09/10/2018,322,"R",65,10/04/2018,257,"R",57,26/10/2017,200,"U",0,25/10/2017,200,"U",0,11/10/2017,200,"R",0,14/04/2017,200,"R",0,"Oui",26/10/2017,
"DIGNE LES BAINS","04070","Oui","REGARD","Non",,35,2014,"Sappel",15,"Altair",06/03/2015,"Oui",20/09/2018,578,13/03/2019,631,"R",53,20/09/2018,578,"R",117,16/03/2018,461,"R",89,19/09/2017,372,"R",87,22/03/2017,285,"R",88,19/09/2016,197,"R",70,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Oui","PALIER","Non",,45,2018,"Sappel",15,"Altair",25/10/2018,"Oui",25/10/2018,0,26/03/2019,12,"R",12,25/10/2018,0,"R",0,25/10/2018,420,"R",4,28/09/2018,416,"R",19,29/03/2018,397,"R",18,27/09/2017,379,"R",16,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Non",,"Non",,45,2015,"Sappel",15,"Altair",25/06/2015,"Oui",27/09/2018,43,26/03/2019,50,"R",7,27/09/2018,43,"R",7,22/03/2018,36,"R",7,26/09/2017,29,"R",7,30/03/2017,22,"R",7,26/09/2016,15,"R",6,"Oui",01/05/2016,
"DIGNE LES BAINS","04070","Oui","PALIER","Non",,45,2012,"Sappel",15,"Altair",04/07/2012,"Oui",26/09/2018,93,26/03/2019,104,"R",11,26/09/2018,93,"R",8,22/03/2018,85,"R",9,26/09/2017,76,"R",9,30/03/2017,67,"R",8,26/09/2016,59,"R",6,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Non",,"Non",,10,2007,"Sappel",15,"Altair",05/02/2007,"Oui",21/08/2018,988,15/02/2019,1031,"R",43,21/08/2018,988,"R",46,16/02/2018,942,"R",45,17/08/2017,897,"R",47,20/02/2017,850,"R",45,23/08/2016,805,"R",47,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Oui","REGARD","Non",,45,2017,"Sappel",15,"Altair",07/09/2017,"Oui",27/09/2018,2,26/03/2019,3,"R",1,27/09/2018,2,"R",2,27/03/2018,0,"R",0,26/09/2017,0,"R",0,07/09/2017,0,"R",0,07/09/2017,353,"R",2,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Oui","REGARD","Non",,10,2011,"Sappel",15,"Altair",18/10/2011,"Oui",23/08/2018,232,18/02/2019,247,"R",15,23/08/2018,232,"R",18,20/02/2018,214,"R",17,21/08/2017,197,"R",16,27/02/2017,181,"R",16,23/08/2016,165,"R",16,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Non","GARAGE","Non",,15,2010,"Sappel",15,"Altair",15/02/2011,"Oui",29/08/2018,272,26/02/2019,333,"R",61,29/08/2018,272,"R",55,23/02/2018,217,"R",55,24/08/2017,162,"R",11,01/03/2017,151,"R",7,29/08/2016,144,"R",21,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Oui","REGARD","Non",,45,2010,"Sappel",15,"Altair",17/09/2010,"Oui",28/09/2018,402,26/03/2019,418,"R",16,28/09/2018,402,"R",19,22/03/2018,383,"R",17,28/09/2017,366,"R",18,04/04/2017,348,"R",26,26/09/2016,322,"R",12,"Oui",22/10/2012,
"DIGNE LES BAINS","04070","Oui","REGARD","Non",,20,2016,"Sappel",15,"Altair",22/09/2017,"Oui",31/08/2018,128,04/03/2019,200,"R",72,31/08/2018,128,"R",68,27/02/2018,60,"R",60,22/09/2017,0,"R",0,22/09/2017,833,"R",3,04/09/2017,830,"R",63,"Oui",08/06/2010,
"DIGNE LES BAINS","04070","Oui","REGARD","Non",,20,2016,"Sappel",15,"Altair",07/06/2016,"Oui",31/08/2018,162,27/02/2019,203,"R",41,31/08/2018,162,"R",39,27/02/2018,123,"R",41,30/08/2017,82,"R",30,06/03/2017,52,"R",35,06/09/2016,17,"R",17,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Oui","PALIER","Non",,60,2017,"Sappel",15,"Altair",04/09/2017,"Oui",17/04/2018,42,18/10/2018,69,"R",27,17/04/2018,42,"R",35,17/10/2017,7,"R",7,04/09/2017,0,"R",0,04/09/2017,375,"R",0,01/09/2017,375,"R",0,"Oui",01/09/2017,
"DIGNE LES BAINS","04070","Non",,"Non",,40,2012,"Sappel",15,"Altair",23/07/2012,"Oui",24/09/2018,107,18/03/2019,120,"R",13,24/09/2018,107,"R",9,19/03/2018,98,"R",17,21/09/2017,81,"R",10,28/03/2017,71,"R",16,22/09/2016,55,"R",15,"Oui",01/12/2015,
"DIGNE LES BAINS","04070","Oui",,"Oui",12/02/2019,40,2012,"Sappel",15,"Altair",09/07/2013,"Oui",01/02/2019,259,18/03/2019,259,"R",0,01/02/2019,259,"U",39,24/09/2018,220,"R",22,19/03/2018,198,"R",50,21/09/2017,148,"R",17,14/07/2017,131,"R",1,,02/09/2009,
"DIGNE LES BAINS","04070","Oui","REGARD","Non",,35,2012,"Sappel",15,"Altair",11/10/2012,"Oui",19/09/2018,5,14/03/2019,6,"R",1,19/09/2018,5,"R",0,14/03/2018,5,"R",0,14/09/2017,5,"R",0,22/03/2017,5,"R",0,15/09/2016,5,"R",0,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Oui","REGARD","Non",,35,2013,"Sappel",15,"Altair",13/06/2013,"Oui",20/09/2018,201,13/03/2019,210,"R",9,20/09/2018,201,"R",16,15/03/2018,185,"R",16,13/09/2017,169,"R",18,22/03/2017,151,"R",17,15/09/2016,134,"R",30,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Oui","REGARD","Non",,45,2007,"Actaris",15,"Aquadis+",27/02/2007,,27/09/2018,1465,26/03/2019,1530,"R",65,27/09/2018,1465,"R",60,29/03/2018,1405,"R",59,27/09/2017,1346,"R",54,04/04/2017,1292,"R",51,27/09/2016,1241,"R",51,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Oui","PALIER","Non",,35,2013,"Sappel",15,"Altair",24/12/2013,"Oui",20/09/2018,255,14/03/2019,268,"R",13,20/09/2018,255,"R",42,15/03/2018,213,"R",25,15/09/2017,188,"R",33,23/03/2017,155,"R",17,19/09/2016,138,"R",38,"Oui",08/10/2013,
"DIGNE LES BAINS","04070","Oui","REGARD","Non",,15,2014,"Sappel",20,"Altair",09/06/2015,"Oui",29/08/2018,185,26/02/2019,201,"R",16,29/08/2018,185,"R",76,23/02/2018,109,"R",22,24/08/2017,87,"R",19,01/03/2017,68,"R",5,29/08/2016,63,"R",13,"Oui",09/06/2015,
"DIGNE LES BAINS","04070","Non",,"Non",,45,2016,"Sappel",15,"Altair",08/04/2016,"Oui",27/09/2018,139,26/03/2019,162,"R",23,27/09/2018,139,"R",24,22/03/2018,115,"R",23,26/09/2017,92,"R",24,30/03/2017,68,"R",27,30/09/2016,41,"R",0,"Oui",30/09/2016,
"DIGNE LES BAINS","04070","Oui","REGARD","Non",,70,2011,"Sappel",15,"Altair",01/06/2012,"Oui",02/05/2018,566,06/11/2018,586,"R",20,02/05/2018,566,"R",22,06/11/2017,544,"R",23,05/05/2017,521,"R",42,03/11/2016,479,"R",42,19/04/2016,437,"R",43,"Oui",01/06/2012,
"DIGNE LES BAINS","04070","Non","GARAGE","Non",,50,2012,"Sappel",15,"Altair",21/12/2012,"Oui",30/03/2018,135,02/10/2018,135,"R",0,30/03/2018,135,"R",1,03/03/2018,134,"U",19,09/10/2017,115,"R",23,05/04/2017,92,"R",21,29/10/2016,71,"R",0,,30/10/2016,03/03/2018
"DIGNE LES BAINS","04070","Oui","PALIER","Non",,35,2011,"Sappel",15,"Altair",09/03/2011,"Oui",20/09/2018,186,14/03/2019,199,"R",13,20/09/2018,186,"R",12,15/03/2018,174,"R",16,15/09/2017,158,"R",3,13/09/2017,155,"R",0,12/09/2017,155,"U",11,"Oui",13/09/2017,
"DIGNE LES BAINS","04070","Oui","PALIER","Non",,35,2017,"Sappel",15,"Altair",21/09/2017,"Oui",20/09/2018,32,14/03/2019,38,"R",6,20/09/2018,32,"R",25,15/03/2018,7,"R",7,21/09/2017,0,"R",0,21/09/2017,371,"R",2,15/09/2017,369,"R",26,"Oui",05/05/2017,
"DIGNE LES BAINS","04070","Oui","REGARD","Non",,55,2017,"Sappel",15,"Altair",06/02/2018,"Oui",09/10/2018,2,12/01/2019,2,"R",0,09/10/2018,2,"R",0,12/04/2018,2,"R",2,14/02/2018,0,"R",0,06/02/2018,0,"R",0,06/02/2018,338,"R",0,"Oui",14/02/2018,
"DIGNE LES BAINS","04070","Oui","REGARD","Non",,55,2017,"Sappel",15,"Altair",06/02/2018,"Oui",16/01/2019,14,22/01/2019,14,"R",0,16/01/2019,14,"U",0,12/01/2019,14,"R",3,09/10/2018,11,"R",11,25/05/2018,0,"R",0,12/04/2018,0,"R",0,"Oui",22/01/2019,
"DIGNE LES BAINS","04070","Oui","REGARD","Non",,55,2017,"Sappel",15,"Altair",06/02/2018,"Oui",01/05/2018,0,09/10/2018,7,"R",7,01/05/2018,0,"R",0,12/04/2018,0,"R",0,06/02/2018,0,,0,,,,,,,,,"Oui",01/05/2018,
"DIGNE LES BAINS","04070","Oui","REGARD","Non",,55,2017,"Sappel",15,"Altair",06/02/2018,"Oui",09/10/2018,3,12/01/2019,5,"R",2,09/10/2018,3,"R",3,01/06/2018,0,"R",0,12/04/2018,0,"R",0,06/02/2018,0,,0,,,,,"Oui",01/06/2018,
