perimetre;nature;date;heure;date_heure;consommation;prevision_j1;prevision_j;fioul;charbon;gaz;nucleaire;eolien;solaire;hydraulique;pompage;bioenergies;ech_physiques;taux_co2;ech_comm_angleterre;ech_comm_espagne;ech_comm_italie;ech_comm_suisse;ech_comm_allemagne_belgique;fioul_tac;fioul_cogen;fioul_autres;gaz_tac;gaz_cogen;gaz_ccg;gaz_autres;hydraulique_fil_eau_eclusee;hydraulique_lacs;hydraulique_step_turbinage;bioenergies_dechets;bioenergies_biomasse;bioenergies_biogaz
France;Données temps réel;2022-01-10;05:15;2022-01-10T05:15:00+01:00;59333;57450;59700;213;1296;6637;48443;1240;0;6374;-2296;867;-3441;75;;;;;;2;31;180;0;2600;4037;1;5759;614;1;227;356;284
France;Données temps réel;2022-01-10;08:45;2022-01-10T08:45:00+01:00;74146;74000;74200;213;1820;8785;48729;1514;273;13712;-20;875;-1755;81;;;;;;2;31;180;339;2790;5655;1;6706;3900;3106;232;359;284
France;Données temps réel;2022-01-10;09:15;2022-01-10T09:15:00+01:00;74512;74400;74500;213;1831;8758;48693;1547;442;13838;-20;870;-1660;81;;;;;;2;31;180;342;2789;5626;1;6723;3888;3227;227;361;284
France;Données temps réel;2022-01-10;10:15;2022-01-10T10:15:00+01:00;75115;74700;75350;213;1845;8811;48718;1577;1106;14593;-32;870;-2586;80;;;;;;2;31;180;346;2792;5672;1;6735;4336;3522;227;356;284
France;Données temps réel;2022-01-10;11:00;2022-01-10T11:00:00+01:00;75522;74600;75500;213;1837;8835;48700;1519;1626;14269;-32;873;-2318;80;100;2728;-556;-2220;-1203;2;31;180;345;2793;5696;1;6706;4407;3156;230;357;284
France;Données temps réel;2022-01-10;12:15;2022-01-10T12:15:00+01:00;76539;74950;76500;213;1832;8940;48676;1508;2199;13594;-61;866;-1228;80;;;;;;2;31;180;345;2813;5781;1;6640;4226;2728;227;357;284
France;Données temps réel;2022-01-10;14:15;2022-01-10T14:15:00+01:00;74013;72650;73900;213;1807;9060;48669;1503;2140;12402;-98;878;-2561;82;;;;;;2;31;180;338;2767;5954;1;6460;4182;1760;228;360;284
France;Données temps réel;2022-01-10;16:45;2022-01-10T16:45:00+01:00;71242;70100;71100;213;1839;9176;48751;1716;371;12325;-33;878;-3994;84;;;;;;2;31;180;348;2781;6046;1;6645;3872;1808;226;362;284
France;Données temps réel;2022-01-10;17:15;2022-01-10T17:15:00+01:00;72323;71500;72500;213;1838;9193;48724;1846;221;13281;-33;883;-3843;84;;;;;;2;31;180;350;2798;6044;1;6853;4273;2155;228;360;284
France;Données temps réel;2022-01-10;18:00;2022-01-10T18:00:00+01:00;75830;75000;76000;212;1838;9244;48612;2028;193;15057;-34;862;-2182;82;1144;2682;-1045;-1544;-1459;1;31;180;350;2798;6095;1;6913;4664;3480;223;362;284
France;Données temps réel;2022-01-10;18:15;2022-01-10T18:15:00+01:00;76326;75750;76750;213;1840;9164;48642;2077;182;14030;-32;875;-665;82;;;;;;2;31;180;350;2805;6008;1;7023;4210;2797;231;363;284
France;Données temps réel;2022-01-10;21:30;2022-01-10T21:30:00+01:00;68666;68100;69200;211;1713;8443;48683;2423;0;8054;-32;869;-1698;84;1977;-2067;-433;-3044;2178;0;31;180;0;2761;5683;1;6287;1185;582;231;364;284
France;Données temps réel;2022-01-10;22:30;2022-01-10T22:30:00+01:00;68083;66400;67600;213;1721;8044;48601;2587;0;8456;-383;878;-2034;82;2014;-1138;-2062;-3108;3385;2;31;180;0;2768;5277;1;6039;1207;1210;232;363;284
France;Données temps réel;2022-01-10;23:30;2022-01-10T23:30:00+01:00;68456;68900;70100;211;1574;7888;47305;2606;0;8254;-559;870;307;81;2014;-908;-2076;-1945;4148;0;31;180;0;2774;5114;1;6159;1190;905;234;362;284
France;Données temps réel;2022-01-11;00:30;2022-01-11T00:30:00+01:00;65908;67100;66100;213;1393;8080;46947;2636;0;7183;-634;872;-782;81;1436;742;-118;-2921;1984;2;31;180;0;2809;5272;1;5964;1090;129;231;356;285
France;Données temps réel;2022-01-11;01:45;2022-01-11T01:45:00+01:00;63988;65650;64650;212;989;7682;47089;2640;0;6483;-2815;872;836;77;;;;;;1;31;180;0;2811;4871;1;5744;698;41;227;362;285
France;Données temps réel;2022-01-11;02:00;2022-01-11T02:00:00+01:00;63826;65700;64500;213;985;7822;47086;2613;0;6448;-2982;874;767;78;141;0;-285;-2950;2311;2;31;180;0;2812;5010;1;5728;685;35;228;358;285
France;Données temps réel;2022-01-11;02:45;2022-01-11T02:45:00+01:00;62627;63850;62700;211;984;8147;47056;2465;0;6917;-3134;867;-886;79;;;;;;0;31;180;0;2814;5334;1;5594;1281;42;230;361;285
France;Données temps réel;2022-01-11;04:00;2022-01-11T04:00:00+01:00;60771;62200;60700;211;952;7534;46865;2487;0;6251;-3118;869;-1280;77;285;230;-632;-2960;2277;0;31;180;0;2784;4750;1;5693;531;27;232;358;285
France;Données temps réel;2022-01-11;05:30;2022-01-11T05:30:00+01:00;63254;64700;63600;212;1204;7874;46999;2626;0;6505;-2787;877;-256;81;1288;1067;-165;-3018;1501;1;31;180;0;2785;5090;1;5665;838;2;233;364;285
France;Données temps réel;2022-01-11;06:15;2022-01-11T06:15:00+01:00;67516;68800;67200;213;1603;7706;47157;2729;0;7212;-2692;879;2709;84;;;;;;2;31;180;0;2795;4912;1;5791;1420;1;233;359;285
France;Données temps réel;2022-01-11;06:30;2022-01-11T06:30:00+01:00;68686;70500;68900;213;1658;7808;47162;2734;0;7604;-2682;879;3310;85;1667;2541;-1191;-2890;3199;2;31;180;0;2796;5012;1;5808;1748;48;231;364;285
France;Données temps réel;2022-01-11;09:30;2022-01-11T09:30:00+01:00;79145;79600;79400;212;1820;8743;47519;2707;975;10506;-20;865;5818;84;2007;2043;-1429;-475;3940;1;31;180;0;2822;5922;1;6380;2929;1197;223;363;285
France;Données temps réel;2022-01-11;11:15;2022-01-11T11:15:00+01:00;78900;78100;78700;212;1832;8365;47433;2144;3638;11097;-32;863;3348;79;;;;;;1;31;180;0;2810;5556;1;6121;2814;2162;213;367;285
France;Données temps réel;2022-01-11;12:00;2022-01-11T12:00:00+01:00;79242;78600;79300;212;1812;8157;47484;2062;4412;10635;-32;860;3640;78;794;2445;940;-2722;3227;1;31;180;0;2806;5351;1;6095;3080;1460;214;362;285
France;Données temps réel;2022-01-11;12:30;2022-01-11T12:30:00+01:00;78302;78300;78100;212;1751;7892;47481;2005;4579;9795;-32;848;3771;76;794;2445;940;-2722;3261;1;31;180;0;2790;5103;1;5957;2683;1155;224;342;285
France;Données temps réel;2022-01-11;12:45;2022-01-11T12:45:00+01:00;78794;78900;78700;212;1768;8034;47503;1941;4726;10012;-28;848;3778;77;;;;;;1;31;180;0;2784;5251;1;5950;2761;1301;215;352;285
France;Données temps réel;2022-01-11;13:15;2022-01-11T13:15:00+01:00;77244;78050;77800;211;1767;8106;47478;1920;4878;10017;-114;830;2151;77;;;;;;0;31;180;0;2778;5328;1;5997;2892;1128;205;344;285
France;Données temps réel;2022-01-11;15:15;2022-01-11T15:15:00+01:00;71922;71900;71750;214;1748;8262;47437;1947;3493;8946;-236;855;-744;81;;;;;;3;31;180;0;2763;5499;1;5987;2793;166;205;364;285
France;Données temps réel;2022-01-11;15:30;2022-01-11T15:30:00+01:00;71628;71800;71500;213;1724;8291;47439;1944;3077;9136;-458;860;-598;81;1154;2473;-862;-3200;372;2;31;180;0;2761;5530;1;6033;2923;180;201;374;285
France;Données temps réel;2022-01-11;16:00;2022-01-11T16:00:00+01:00;71324;71000;71100;212;1544;8271;47426;1980;2098;9369;-631;879;176;80;821;2497;-671;-2691;1215;1;31;180;0;2761;5510;1;6109;3047;213;224;376;285
France;Données temps réel;2022-01-11;17:15;2022-01-11T17:15:00+01:00;72946;72600;72200;213;1508;8281;47406;2293;294;9890;-600;892;2769;80;;;;;;2;31;180;0;2816;5465;1;6336;3204;350;232;376;285
France;Données temps réel;2022-01-11;17:45;2022-01-11T17:45:00+01:00;76354;75350;74750;213;1452;8830;47348;2420;198;11390;-20;899;3624;80;;;;;;2;31;180;0;2833;5998;1;6625;3776;989;241;373;285
France;Données temps réel;2022-01-11;18:30;2022-01-11T18:30:00+01:00;79379;79500;78600;212;1415;8733;47239;2561;0;12758;-20;871;5610;78;-137;2320;166;-486;4377;1;31;180;0;2841;5892;1;6736;3914;2108;223;368;285
France;Données temps réel;2022-01-11;19:00;2022-01-11T19:00:00+01:00;80993;81500;80400;212;1425;8874;47308;2715;0;13563;-20;886;6030;77;530;2200;-66;-281;3717;1;31;180;0;2850;6024;1;6867;4227;2469;232;371;285
France;Données temps réel;2022-01-11;21:00;2022-01-11T21:00:00+01:00;73740;74000;72900;213;1407;8331;47489;2411;0;9366;-20;857;3686;79;501;445;800;-1288;3132;2;31;180;0;2871;5461;1;6376;2556;434;225;349;285
France;Données temps réel;2022-01-11;22:30;2022-01-11T22:30:00+01:00;71167;71700;70600;212;1395;8497;47354;2169;0;8002;-1588;864;4262;84;717;2059;-735;-2336;5127;1;31;180;0;2824;5673;1;6101;1658;243;224;358;285
France;Données temps réel;2022-01-11;23:00;2022-01-11T23:00:00+01:00;72308;73900;72800;212;1442;8336;47476;2136;0;8478;-1587;858;4957;83;1234;2200;-701;-2660;6485;1;31;180;0;2825;5511;1;6243;2056;179;221;354;285
France;Données temps réel;2022-01-11;23:45;2022-01-11T23:45:00+01:00;71716;71850;71300;212;1380;8245;47339;2157;0;7555;-2389;839;6378;84;;;;;;1;31;180;0;2648;5597;1;5853;1518;184;217;346;285
France;Données temps réel;2022-01-12;01:00;2022-01-12T01:00:00+01:00;67515;66900;67600;212;1418;7760;47061;2195;0;6881;-2440;843;3585;83;1550;2055;-1066;-2882;5118;2;30;180;0;2630;5131;1;5706;1144;31;213;345;285
France;Données temps réel;2022-01-12;02:15;2022-01-12T02:15:00+01:00;67578;67350;67600;212;1432;8028;46568;2349;0;6604;-2638;855;4168;86;;;;;;2;30;180;0;2625;5403;1;5538;1066;0;221;349;285
France;Données temps réel;2022-01-12;03:45;2022-01-12T03:45:00+01:00;64637;64000;64700;211;962;7323;47132;2417;0;6133;-3434;851;3042;76;;;;;;1;30;180;0;2622;4701;1;5445;688;0;228;344;285
France;Données temps réel;2022-01-12;05:00;2022-01-12T05:00:00+01:00;65318;64600;65500;210;1388;7277;47705;2337;0;6492;-3365;846;2428;80;2014;2622;-832;-2855;3502;0;30;180;0;2621;4657;1;5391;1101;0;228;342;285
France;Données temps réel;2022-01-12;05:15;2022-01-12T05:15:00+01:00;66603;65450;66450;212;1387;7598;47763;2357;0;6502;-3345;848;3281;82;;;;;;2;30;180;0;2626;4973;1;5445;1057;0;225;340;285
France;Données temps réel;2022-01-12;07:00;2022-01-12T07:00:00+01:00;74910;75000;75100;210;1740;8527;47808;2427;0;9326;-20;829;4063;84;2014;2046;290;-1982;3134;0;30;180;0;2655;5872;1;6292;2188;846;210;341;285
France;Données temps réel;2022-01-12;07:15;2022-01-12T07:15:00+01:00;76653;76350;76600;212;1781;8749;47890;2401;0;10187;-20;849;4604;84;;;;;;2;30;180;0;2846;5903;1;6457;2994;736;218;343;285
France;Données temps réel;2022-01-12;08:45;2022-01-12T08:45:00+01:00;82031;80900;82150;211;1726;8886;47881;2345;305;13897;-20;846;5954;80;;;;;;1;30;180;0;2839;6048;1;6761;4509;2627;226;342;285
France;Données temps réel;2022-01-12;09:45;2022-01-12T09:45:00+01:00;82337;81000;82150;211;1760;8932;47863;2429;1439;13692;-20;845;5186;80;;;;;;1;30;180;0;2842;6091;1;6714;4569;2409;220;346;285
France;Données temps réel;2022-01-12;12:00;2022-01-12T12:00:00+01:00;81544;81000;81600;210;1747;8808;47935;1812;4451;11305;-20;840;4456;79;1831;2150;920;-1405;2582;0;30;180;0;2863;5946;1;6401;3776;1128;212;345;285
France;Données temps réel;2022-01-12;13:00;2022-01-12T13:00:00+01:00;80230;81100;82000;211;1644;8142;47884;1953;4779;9905;-29;863;4878;76;1733;2150;726;-2513;2189;1;30;180;0;2848;5294;1;6175;3018;712;227;349;285
France;Données temps réel;2022-01-12;15:15;2022-01-12T15:15:00+01:00;74279;73150;74100;212;1716;8320;47626;1841;3558;9268;-69;853;954;80;;;;;;2;30;180;0;2783;5537;1;6195;2545;528;222;345;285
France;Données temps réel;2022-01-12;16:30;2022-01-12T16:30:00+01:00;73335;72400;73600;212;1627;8643;47347;1809;1223;9169;-75;852;2528;83;737;2150;-146;1136;-263;2;30;180;335;2787;5520;1;6369;2339;461;228;340;285
France;Données temps réel;2022-01-12;17:00;2022-01-12T17:00:00+01:00;73632;73000;74400;210;1638;8673;47370;1914;474;9982;-20;844;2547;83;126;2150;-18;491;1538;0;30;180;335;2808;5529;1;6439;2627;916;222;341;285
France;Données temps réel;2022-01-12;18:00;2022-01-12T18:00:00+01:00;78812;77700;79500;212;1773;9109;47362;2363;172;12354;-21;852;4636;84;-998;1644;297;98;3269;2;30;180;347;2784;5977;1;6701;4015;1638;223;342;285
France;Données temps réel;2022-01-12;18:30;2022-01-12T18:30:00+01:00;80906;79700;81700;210;1693;9031;47332;2450;0;15315;-20;874;4021;80;-998;1644;297;124;3299;0;30;180;349;2850;5831;1;6790;4899;3626;244;349;285
France;Données temps réel;2022-01-12;19:45;2022-01-12T19:45:00+01:00;80311;79350;81400;915;1673;8994;47252;2894;0;13523;-20;852;4228;87;;;;;;705;30;180;353;2905;5735;1;6960;4158;2405;228;345;285
France;Données temps réel;2022-01-12;20:15;2022-01-12T20:15:00+01:00;78504;77150;79050;912;1561;8583;47287;2962;0;13175;-20;854;3190;84;;;;;;702;30;180;50;2869;5663;1;6876;3877;2422;225;346;285
France;Données temps réel;2022-01-12;21:30;2022-01-12T21:30:00+01:00;73172;72000;73600;210;1367;8487;46913;3038;0;7643;-20;847;4687;81;1602;-619;901;-2709;5920;0;30;180;0;2830;5657;1;6228;1188;227;221;346;285
France;Données temps réel;2022-01-13;00:30;2022-01-13T00:30:00+01:00;70868;71200;71000;212;1373;8025;47312;3160;0;7060;-1860;865;4721;81;1534;1638;-2526;-3200;7671;1;31;180;0;2846;5180;1;5790;1094;176;227;356;285
France;Données temps réel;2022-01-13;02:15;2022-01-13T02:15:00+01:00;69956;69450;69800;212;1417;8026;47184;2880;0;6494;-2511;873;5381;84;;;;;;1;31;180;0;2849;5178;1;5581;870;43;235;358;285
France;Données temps réel;2022-01-13;02:30;2022-01-13T02:30:00+01:00;68932;68900;69100;212;1383;7876;47120;2863;0;6339;-2530;871;4798;83;1174;1505;-2248;-3061;7803;1;31;180;0;2847;5029;1;5586;719;34;234;357;285
France;Données temps réel;2022-01-13;03:00;2022-01-13T03:00:00+01:00;67663;67700;67800;213;1355;7745;47171;2798;0;6231;-2706;877;3979;82;1280;640;-2669;-2955;8022;2;31;180;0;2850;4895;1;5622;586;23;235;356;285
France;Données temps réel;2022-01-13;05:00;2022-01-13T05:00:00+01:00;66766;67100;67100;212;958;7564;47184;2553;0;5987;-2712;872;4148;76;2002;1896;-2656;-2939;7836;1;31;180;0;2845;4719;1;5549;438;0;235;358;285
France;Données temps réel;2022-01-13;08:30;2022-01-13T08:30:00+01:00;83194;83900;83200;211;1722;8892;47198;2590;258;13178;-20;870;8295;82;1482;2100;-2623;427;6788;1;31;179;0;2881;6012;1;6842;4305;2031;224;362;285
France;Données temps réel;2022-01-13;09:30;2022-01-13T09:30:00+01:00;83500;83800;83700;213;1736;8845;47322;2506;1083;12299;-30;867;8659;82;1914;2100;-1084;-582;6179;2;31;180;0;2872;5974;1;6775;3671;1853;224;361;285
France;Données temps réel;2022-01-13;09:45;2022-01-13T09:45:00+01:00;83416;83700;83350;208;1698;8611;47295;2415;1514;11610;-30;866;9229;80;;;;;;0;31;180;0;2859;5752;1;6713;3396;1501;226;359;285
France;Données temps réel;2022-01-13;10:45;2022-01-13T10:45:00+01:00;82854;82900;82600;212;1698;8664;47529;1958;3227;11178;-20;864;7544;79;;;;;;2;31;179;0;2860;5804;1;6580;3281;1317;223;358;285
France;Données temps réel;2022-01-13;13:45;2022-01-13T13:45:00+01:00;78283;78900;78300;212;1715;8296;47694;1775;4920;7535;-688;872;5952;81;;;;;;1;31;180;0;2822;5474;1;5905;1597;33;228;359;285
France;Données temps réel;2022-01-13;17:15;2022-01-13T17:15:00+01:00;74648;76450;75550;213;1537;7832;47883;2132;293;9059;-75;885;4889;79;;;;;;2;31;180;0;2783;5049;1;6364;2082;613;236;363;285
France;Données temps réel;2022-01-13;18:00;2022-01-13T18:00:00+01:00;79681;80700;79800;213;1686;8633;48030;2473;182;11734;-75;870;5935;81;-545;2200;-559;54;4320;2;31;180;0;2790;5844;1;6651;3721;1362;233;355;285
France;Données temps réel;2022-01-13;18:30;2022-01-13T18:30:00+01:00;81750;82600;81700;212;1739;8834;48051;2669;0;14020;-21;882;5364;80;-545;2200;-559;54;4320;1;31;180;0;2840;5994;1;6851;5032;2137;235;367;285
France;Données temps réel;2022-01-13;19:00;2022-01-13T19:00:00+01:00;83526;84200;83300;213;1738;8877;48049;2848;0;15065;-21;883;5874;79;-206;1933;175;-320;4446;2;31;180;0;2851;6027;1;6938;5023;3104;229;370;285
France;Données temps réel;2022-01-13;19:30;2022-01-13T19:30:00+01:00;82420;82800;81900;212;1680;8789;48001;2857;0;14286;-20;878;5737;78;-206;1933;175;-320;4446;1;31;180;0;2820;5970;1;6908;4683;2695;233;365;285
France;Données temps réel;2022-01-13;20:45;2022-01-13T20:45:00+01:00;77950;77650;76850;211;1412;8458;48077;2704;0;11015;-20;883;5210;77;;;;;;0;31;180;0;2819;5639;1;6638;2971;1406;236;370;285
France;Données temps réel;2022-01-13;21:30;2022-01-13T21:30:00+01:00;74843;74400;73600;211;1382;8302;48084;2601;0;8100;-98;897;5364;79;1048;206;869;-1259;4737;0;31;180;0;2811;5491;1;6171;1371;558;245;376;285
France;Données temps réel;2022-01-13;23:00;2022-01-13T23:00:00+01:00;75396;76300;75600;212;1427;8082;48017;2447;0;8512;-98;914;5883;79;2013;1626;628;-2475;5111;1;31;180;0;2810;5272;1;6005;1434;1073;248;381;285
France;Données temps réel;2022-01-13;23:45;2022-01-13T23:45:00+01:00;74840;74500;74250;212;1370;8232;48055;2262;0;7061;-98;901;6845;81;;;;;;1;31;180;0;2813;5420;1;5754;829;478;241;379;285
France;Données temps réel;2022-01-14;00:15;2022-01-14T00:15:00+01:00;73876;72850;73750;213;1387;8086;48005;2082;0;7459;-133;910;5867;80;;;;;;2;31;180;0;2777;5309;1;5495;1481;483;244;381;285
France;Données temps réel;2022-01-14;01:00;2022-01-14T01:00:00+01:00;71050;70300;71200;213;1331;7726;47637;1821;0;6698;-1082;906;5800;80;1942;1128;670;-3200;5661;2;31;180;0;2777;4950;1;5377;1077;244;244;378;285
France;Données temps réel;2022-01-14;02:00;2022-01-14T02:00:00+01:00;71765;71400;72600;213;1368;8021;47802;1659;0;6812;-885;899;5876;82;1741;1559;630;-3104;5909;2;31;180;0;2776;5245;1;5312;1167;333;244;372;285
France;Données temps réel;2022-01-14;02:30;2022-01-14T02:30:00+01:00;71060;70300;71200;213;1357;8012;47788;1618;0;6257;-1416;901;6330;83;1741;1559;630;-3104;5909;2;31;180;0;2777;5235;1;5210;1019;28;243;374;285
France;Données temps réel;2022-01-14;03:45;2022-01-14T03:45:00+01:00;68492;68250;68850;213;976;8163;47919;1411;0;5676;-2600;898;5836;81;;;;;;2;31;180;0;2780;5383;1;5152;524;0;245;368;285
France;Données temps réel;2022-01-14;04:45;2022-01-14T04:45:00+01:00;68597;68100;69150;213;1233;8212;48313;1391;0;5747;-2328;919;4897;84;;;;;;2;31;180;0;2779;5434;1;5160;587;0;246;382;285
France;Données temps réel;2022-01-14;06:45;2022-01-14T06:45:00+01:00;78592;77150;78500;211;1702;8505;48442;1323;0;9398;-81;899;8193;84;;;;;;0;31;180;0;2815;5690;1;5880;2237;1281;237;375;285
France;Données temps réel;2022-01-14;08:00;2022-01-14T08:00:00+01:00;85455;83400;85500;210;1782;8848;48357;1210;177;14382;-20;885;9624;81;505;2100;-382;532;6387;0;31;179;0;2924;5924;1;6511;4792;3079;236;372;285
France;Données temps réel;2022-01-14;08:45;2022-01-14T08:45:00+01:00;86188;84600;86500;497;1767;8746;48452;1138;333;15678;-20;891;8706;82;;;;;;287;31;179;0;2929;5822;1;6991;4652;4035;235;371;285
France;Données temps réel;2022-01-14;09:15;2022-01-14T09:15:00+01:00;86385;84650;86600;497;1768;8989;48444;1112;761;16863;-20;893;7078;81;;;;;;287;31;179;330;2932;5726;1;7095;5478;4290;241;373;285
France;Données temps réel;2022-01-14;09:45;2022-01-14T09:45:00+01:00;86231;84300;86250;497;1716;8787;48412;1153;1564;16098;-20;890;7134;80;;;;;;287;31;179;328;2929;5529;1;7190;4981;3927;233;377;285
France;Données temps réel;2022-01-14;10:15;2022-01-14T10:15:00+01:00;85555;83650;85400;499;1702;8897;48409;1129;2475;15069;-21;897;6499;80;;;;;;288;31;180;332;2923;5641;1;7193;4892;2984;237;380;285
France;Données temps réel;2022-01-14;10:30;2022-01-14T10:30:00+01:00;84995;83300;85000;497;1690;9002;48377;1120;2913;13955;-20;891;6570;81;-2014;2000;611;1400;4837;287;31;179;332;2923;5746;1;7214;4481;2260;239;372;285
France;Données temps réel;2022-01-14;11:45;2022-01-14T11:45:00+01:00;82660;82450;83200;210;1704;8629;48337;953;4566;11048;-30;889;6354;78;;;;;;0;31;179;169;2917;5542;1;6757;2904;1387;237;370;285
France;Données temps réel;2022-01-14;12:00;2022-01-14T12:00:00+01:00;83140;82400;83400;212;1690;8511;48331;927;4814;10808;-30;883;6994;78;-1620;2100;995;-710;6195;1;31;180;55;2915;5540;1;6679;2768;1361;237;366;285
France;Données temps réel;2022-01-14;13:15;2022-01-14T13:15:00+01:00;79990;80750;80700;212;1773;8439;48384;749;5370;8502;-30;893;5698;80;;;;;;2;31;179;0;2881;5558;1;6156;1645;701;233;370;285
France;Données temps réel;2022-01-14;13:30;2022-01-14T13:30:00+01:00;78623;79100;78600;212;1712;7988;48304;732;5381;7765;-42;890;5681;78;-2014;2100;755;-2151;7312;2;31;179;0;2844;5144;1;6038;1255;472;239;366;285
France;Données temps réel;2022-01-14;16:15;2022-01-14T16:15:00+01:00;71539;73000;71400;212;1674;8045;48239;681;1791;8188;-649;888;2470;83;;;;;;2;31;179;0;2755;5291;1;5873;1787;528;241;366;285
France;Données temps réel;2022-01-14;17:00;2022-01-14T17:00:00+01:00;72607;73900;72600;212;1733;8133;48344;691;541;9248;-681;891;3495;84;-2014;2538;-1676;383;4599;1;31;180;0;2759;5375;1;6113;2286;849;245;365;285
France;Données temps réel;2022-01-14;17:15;2022-01-14T17:15:00+01:00;73825;74950;74000;213;1695;8452;48334;701;335;9525;-73;898;3745;84;;;;;;2;31;180;0;2807;5646;1;6206;2439;880;246;364;285
France;Données temps réel;2022-01-14;17:30;2022-01-14T17:30:00+01:00;75419;76000;75400;213;1755;8634;48393;691;233;10689;-76;895;3992;85;-2014;2538;-1676;383;4141;2;31;180;0;2808;5827;1;6261;3080;1348;243;365;285
France;Données temps réel;2022-01-14;19:00;2022-01-14T19:00:00+01:00;82057;81900;82100;212;1689;8817;48356;780;0;15857;-61;888;5519;79;-2014;2200;-58;782;5385;2;31;179;0;2872;5945;1;7081;5067;3709;239;366;285
France;Données temps réel;2022-01-14;19:45;2022-01-14T19:45:00+01:00;80338;79850;80050;213;1682;8743;48366;850;0;13860;-7;894;5737;81;;;;;;2;31;180;0;2875;5869;1;7054;4067;2739;242;366;285
France;Données temps réel;2022-01-14;20:15;2022-01-14T20:15:00+01:00;79049;78000;78200;213;1704;8703;48403;853;0;12708;-21;894;5592;82;;;;;;2;31;180;0;2779;5925;1;6640;3606;2462;243;368;285
